Daily means        Year 1990                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
26,185,104,334,540,160,417,359,453,283,446,249,188,,,,,,,,,,,,,,,,,,,
27,184,103,342,482,153,375,353,438,278,418,254,175,,,,,,,,,,,,,,,,,,,
28,177,101,346,447,156,227,344,510,289,389,254,168,,,,,,,,,,,,,,,,,,,
29,174,        ,337,425,153,215,332,490,312,367,260,171,,,,,,,,,,,,,,,,,,,
30,171,        ,339,406,150,208,322,481,1018,348,256,158,,,,,,,,,,,,,,,,,,,
31,168,        ,330,        ,147,        ,315,467,        ,329,        ,145,,,,,,,,,,,,,,,,,,,
Min ,168,101,89,257,147,145,315,250,221,329,224,145,89,,,,,,,,,,,,,,,,,,
Mean,193,132,406,346,248,371,633,372,369,681,258,239,356,,,,,,,,,,,,,,,,,,
Max ,230,169,1947,641,395,1882,2007,942,1018,1790,388,450,2007,,,,,,,,,,,,,,,,,,
Daily means        Year 1998                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,142,42,46,57,143,375,481,818,241,267,435,414,,,,,,,,,,,,,,,,,,,
2,135,42,46,72,146,450,1492,713,233,264,416,364,,,,,,,,,,,,,,,,,,,
3,130,42,47,59,148,642,1636,668,235,255,421,360,,,,,,,,,,,,,,,,,,,
4,124,43,47,57,150,451,896,631,256,257,421,616,,,,,,,,,,,,,,,,,,,
5,125,40,45,56,154,407,684,597,237,245,398,855,,,,,,,,,,,,,,,,,,,
6,118,37,39,53,159,387,620,555,388,229,392,602,,,,,,,,,,,,,,,,,,,
7,116,37,44,54,179,391,567,571,565,221,388,490,,,,,,,,,,,,,,,,,,,
8,112,38,43,54,205,430,498,534,366,217,384,460,,,,,,,,,,,,,,,,,,,
9,113,37,40,56,210,413,522,512,354,213,376,437,,,,,,,,,,,,,,,,,,,
10,112,38,42,56,229,432,523,499,352,209,366,436,,,,,,,,,,,,,,,,,,,
11,109,36,52,59,236,417,497,474,357,226,360,411,,,,,,,,,,,,,,,,,,,
12,109,34,60,63,240,407,631,429,371,288,360,400,,,,,,,,,,,,,,,,,,,
13,103,33,61,65,242,407,468,407,373,289,355,381,,,,,,,,,,,,,,,,,,,
14,108,32,64,70,248,425,453,392,372,287,349,362,,,,,,,,,,,,,,,,,,,
15,103,33,79,79,250,433,1287,381,363,315,340,340,,,,,,,,,,,,,,,,,,,
16,94,31,77,81,251,411,1279,385,356,1673,327,333,,,,,,,,,,,,,,,,,,,
17,91,29,78,84,268,392,3667,373,382,816,320,338,,,,,,,,,,,,,,,,,,,
18,91,27,78,89,256,620,1902,363,368,563,307,341,,,,,,,,,,,,,,,,,,,
19,94,25,77,94,261,935,1064,356,360,495,291,340,,,,,,,,,,,,,,,,,,,
20,85,27,75,100,262,819,777,343,367,1941,281,332,,,,,,,,,,,,,,,,,,,
21,80,29,74,107,266,528,691,327,352,3576,272,325,,,,,,,,,,,,,,,,,,,
22,77,27,69,108,272,454,637,318,343,1709,486,321,,,,,,,,,,,,,,,,,,,
23,72,29,56,111,282,453,1082,308,336,939,254,310,,,,,,,,,,,,,,,,,,,
24,70,87,61,125,293,462,754,300,327,720,241,295,,,,,,,,,,,,,,,,,,,
25,67,56,52,119,296,450,645,291,315,646,301,284,,,,,,,,,,,,,,,,,,,
26,63,48,56,119,1458,449,629,283,306,572,356,271,,,,,,,,,,,,,,,,,,,
27,60,47,53,119,809,659,1770,276,304,536,570,260,,,,,,,,,,,,,,,,,,,
28,57,46,46,124,498,519,1656,267,295,559,316,251,,,,,,,,,,,,,,,,,,,
29,55,        ,61,219,422,495,892,257,290,515,323,237,,,,,,,,,,,,,,,,,,,
30,59,        ,59,146,398,484,759,269,270,474,647,221,,,,,,,,,,,,,,,,,,,
31,48,        ,53,        ,399,        ,713,251,        ,455,        ,209,,,,,,,,,,,,,,,,,,,
Min ,48,25,39,53,143,375,453,251,233,209,241,209,25,,,,,,,,,,,,,,,,,,
Mean,94,38,57,88,311,486,973,424,335,644,369,374,352,,,,,,,,,,,,,,,,,,
Max ,142,87,79,219,1458,935,3667,818,565,3576,647,855,3667,,,,,,,,,,,,,,,,,,
Daily means        Year 1999                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,199,1174,117,65,127,305,243,397,345,259,108,1595,,,,,,,,,,,,,,,,,,,
2,191,589,122,67,248,355,234,382,338,264,106,1039,,,,,,,,,,,,,,,,,,,
3,183,444,118,68,555,430,234,374,334,267,114,756,,,,,,,,,,,,,,,,,,,
4,173,399,116,70,181,323,226,351,330,269,115,625,,,,,,,,,,,,,,,,,,,
5,163,365,114,73,193,1507,215,334,325,268,121,569,,,,,,,,,,,,,,,,,,,
6,156,341,114,75,225,1053,205,327,317,266,129,459,,,,,,,,,,,,,,,,,,,
7,143,313,109,78,227,726,195,319,314,260,137,433,,,,,,,,,,,,,,,,,,,
8,140,292,108,81,226,546,225,313,308,257,132,413,,,,,,,,,,,,,,,,,,,
9,138,274,106,81,227,471,232,308,299,251,132,394,,,,,,,,,,,,,,,,,,,
10,128,259,101,84,249,423,209,303,291,243,134,379,,,,,,,,,,,,,,,,,,,
11,121,242,97,86,255,401,198,298,283,233,147,342,,,,,,,,,,,,,,,,,,,
12,112,227,94,89,260,392,192,294,274,225,192,318,,,,,,,,,,,,,,,,,,,
13,99,227,90,91,262,388,189,290,260,215,256,310,,,,,,,,,,,,,,,,,,,
14,89,236,93,90,258,382,187,296,253,210,213,308,,,,,,,,,,,,,,,,,,,
15,92,250,89,94,252,380,184,284,245,203,207,309,,,,,,,,,,,,,,,,,,,
16,87,243,81,99,321,366,201,345,242,195,211,304,,,,,,,,,,,,,,,,,,,
17,750,234,74,168,734,352,584,594,232,187,218,297,,,,,,,,,,,,,,,,,,,
18,760,226,69,137,344,344,395,481,220,176,228,279,,,,,,,,,,,,,,,,,,,
19,209,214,63,120,315,341,945,407,230,167,248,268,,,,,,,,,,,,,,,,,,,
20,114,199,59,115,306,332,4657,390,287,158,263,263,,,,,,,,,,,,,,,,,,,
21,110,175,57,112,302,327,1863,452,284,166,271,263,,,,,,,,,,,,,,,,,,,
22,950,155,56,113,295,319,1052,457,271,151,275,258,,,,,,,,,,,,,,,,,,,
23,2599,140,55,116,292,311,735,462,261,138,276,246,,,,,,,,,,,,,,,,,,,
24,1900,141,90,118,288,301,566,449,259,170,276,234,,,,,,,,,,,,,,,,,,,
25,1375,139,77,123,282,289,502,431,258,142,278,225,,,,,,,,,,,,,,,,,,,
26,835,142,65,124,279,284,483,420,257,131,273,216,,,,,,,,,,,,,,,,,,,
27,554,132,62,123,277,278,467,407,255,127,288,206,,,,,,,,,,,,,,,,,,,
28,409,120,60,127,308,273,448,397,252,125,2585,195,,,,,,,,,,,,,,,,,,,
29,312,        ,59,124,288,267,435,385,253,120,9855,186,,,,,,,,,,,,,,,,,,,
30,244,        ,59,121,282,257,423,368,256,116,3161,175,,,,,,,,,,,,,,,,,,,
31,484,        ,61,        ,279,        ,415,357,        ,112,        ,167,,,,,,,,,,,,,,,,,,,
Min ,87,120,55,65,127,257,184,284,220,112,106,167,55,,,,,,,,,,,,,,,,,,
Mean,446,282,85,101,288,424,559,377,278,196,698,388,344,,,,,,,,,,,,,,,,,,
Max ,2599,1174,122,168,734,1507,4657,594,345,269,9855,1595,9855,,,,,,,,,,,,,,,,,,
Daily means        Year 2000                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,160,118,86,39,275,327,310,303,228,321,246,208,,,,,,,,,,,,,,,,,,,
2,156,114,81,41,269,327,461,298,224,421,231,198,,,,,,,,,,,,,,,,,,,
3,149,113,71,44,261,325,1811,293,225,617,222,199,,,,,,,,,,,,,,,,,,,
4,143,110,60,40,251,344,1067,288,228,660,209,192,,,,,,,,,,,,,,,,,,,
5,136,109,58,39,237,515,917,285,237,577,203,186,,,,,,,,,,,,,,,,,,,
6,129,110,54,40,225,420,1321,281,246,489,204,187,,,,,,,,,,,,,,,,,,,
7,121,113,57,46,232,423,2254,279,266,725,194,183,,,,,,,,,,,,,,,,,,,
8,114,114,54,53,251,412,1426,279,305,914,242,179,,,,,,,,,,,,,,,,,,,
9,109,109,51,496,223,403,1036,278,337,1000,215,207,,,,,,,,,,,,,,,,,,,
10,104,111,47,6662,214,411,705,274,430,924,195,191,,,,,,,,,,,,,,,,,,,
11,103,114,39,3906,209,540,548,298,685,750,190,182,,,,,,,,,,,,,,,,,,,
12,107,119,38,1530,214,826,474,339,485,1383,186,177,,,,,,,,,,,,,,,,,,,
13,98,121,42,893,230,613,465,294,434,1131,183,166,,,,,,,,,,,,,,,,,,,
14,95,127,44,654,1248,435,455,278,445,772,180,161,,,,,,,,,,,,,,,,,,,
15,92,138,36,510,657,432,439,268,421,637,189,157,,,,,,,,,,,,,,,,,,,
16,87,137,34,455,392,425,415,263,402,557,183,161,,,,,,,,,,,,,,,,,,,
17,84,139,32,434,319,417,398,257,390,492,182,157,,,,,,,,,,,,,,,,,,,
18,76,140,28,420,317,420,381,251,383,458,190,151,,,,,,,,,,,,,,,,,,,
19,74,140,27,409,337,403,366,250,374,421,224,149,,,,,,,,,,,,,,,,,,,
20,70,138,28,396,345,385,351,243,361,392,223,140,,,,,,,,,,,,,,,,,,,
21,63,134,24,379,348,375,349,233,346,371,222,140,,,,,,,,,,,,,,,,,,,
22,59,135,38,361,361,363,337,234,330,347,225,136,,,,,,,,,,,,,,,,,,,
23,60,125,33,343,350,353,356,230,314,332,226,135,,,,,,,,,,,,,,,,,,,
24,55,119,31,324,344,347,365,222,310,323,224,134,,,,,,,,,,,,,,,,,,,
25,159,114,34,355,340,342,342,216,341,314,226,146,,,,,,,,,,,,,,,,,,,
26,214,118,36,335,335,334,325,215,358,303,222,137,,,,,,,,,,,,,,,,,,,
27,124,112,34,312,330,324,330,210,329,295,220,130,,,,,,,,,,,,,,,,,,,
28,110,97,33,299,321,322,389,221,313,281,219,133,,,,,,,,,,,,,,,,,,,
29,101,90,34,294,318,316,345,222,304,274,220,515,,,,,,,,,,,,,,,,,,,
30,109,        ,36,285,318,315,324,217,317,262,220,150,,,,,,,,,,,,,,,,,,,
31,116,        ,38,        ,325,        ,312,226,        ,261,        ,156,,,,,,,,,,,,,,,,,,,
Min ,55,90,24,39,209,315,310,210,224,261,180,130,24,,,,,,,,,,,,,,,,,,
Mean,109,120,43,680,335,406,625,259,346,548,210,175,322,,,,,,,,,,,,,,,,,,
Max ,214,140,86,6662,1248,826,2254,339,685,1383,246,515,6662,,,,,,,,,,,,,,,,,,
Daily means        Year 2001                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,181,170,174,156,147,559,267,401,453,158,266,406,,,,,,,,,,,,,,,,,,,
2,171,165,170,154,150,511,259,382,439,152,289,392,,,,,,,,,,,,,,,,,,,
3,167,164,214,157,245,485,252,364,418,146,315,373,,,,,,,,,,,,,,,,,,,
4,165,162,233,145,211,456,249,349,408,140,327,357,,,,,,,,,,,,,,,,,,,
5,165,163,191,140,307,442,244,342,397,136,324,347,,,,,,,,,,,,,,,,,,,
6,169,232,183,136,266,422,235,329,373,134,324,342,,,,,,,,,,,,,,,,,,,
7,178,185,182,134,237,405,228,313,360,136,347,351,,,,,,,,,,,,,,,,,,,
8,200,185,184,126,416,389,216,300,352,133,347,337,,,,,,,,,,,,,,,,,,,
9,204,186,189,121,441,334,209,290,339,138,325,1663,,,,,,,,,,,,,,,,,,,
10,213,187,189,119,337,534,204,284,330,148,318,1167,,,,,,,,,,,,,,,,,,,
11,221,200,187,117,314,344,201,404,321,152,319,761,,,,,,,,,,,,,,,,,,,
12,224,251,186,117,319,401,197,285,310,124,311,598,,,,,,,,,,,,,,,,,,,
13,222,229,188,142,318,370,192,268,298,114,309,536,,,,,,,,,,,,,,,,,,,
14,223,207,192,166,323,352,190,329,284,110,314,649,,,,,,,,,,,,,,,,,,,
15,220,201,198,138,321,337,188,2870,277,109,298,492,,,,,,,,,,,,,,,,,,,
16,219,199,210,129,313,362,202,1833,269,111,279,486,,,,,,,,,,,,,,,,,,,
17,212,199,219,124,308,315,216,1119,262,493,271,496,,,,,,,,,,,,,,,,,,,
18,198,197,224,123,305,310,205,798,258,102,263,936,,,,,,,,,,,,,,,,,,,
19,189,194,226,124,352,296,202,616,245,98,257,2298,,,,,,,,,,,,,,,,,,,
20,181,192,227,122,373,296,768,757,232,103,251,1386,,,,,,,,,,,,,,,,,,,
21,178,188,225,131,1838,298,1122,865,224,107,256,929,,,,,,,,,,,,,,,,,,,
22,164,187,219,142,4270,288,1348,734,217,117,352,696,,,,,,,,,,,,,,,,,,,
23,152,187,214,135,2534,275,800,654,212,125,364,598,,,,,,,,,,,,,,,,,,,
24,150,182,207,136,1476,278,619,892,207,138,1244,752,,,,,,,,,,,,,,,,,,,
25,142,178,198,136,3147,274,458,864,195,149,580,585,,,,,,,,,,,,,,,,,,,
26,2054,176,193,136,2685,293,386,764,186,170,460,518,,,,,,,,,,,,,,,,,,,
27,269,171,187,139,1911,293,369,677,179,186,441,504,,,,,,,,,,,,,,,,,,,
28,195,167,181,140,1428,286,359,601,171,212,435,648,,,,,,,,,,,,,,,,,,,
29,185,        ,191,142,990,280,355,550,163,247,422,527,,,,,,,,,,,,,,,,,,,
30,178,        ,180,143,765,275,755,506,161,234,418,511,,,,,,,,,,,,,,,,,,,
31,174,        ,163,        ,642,        ,446,479,        ,245,        ,479,,,,,,,,,,,,,,,,,,,
Min ,142,162,163,117,147,274,188,268,161,98,251,337,98,,,,,,,,,,,,,,,,,,
Mean,250,189,198,136,893,359,385,652,285,157,368,681,382,,,,,,,,,,,,,,,,,,
Max ,2054,251,233,166,4270,559,1348,2870,453,493,1244,2298,4270,,,,,,,,,,,,,,,,,,
Daily means        Year 2002                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,458,350,264,214,100,576,824,595,434,531,317,286,,,,,,,,,,,,,,,,,,,
2,439,335,273,209,96,494,1000,553,422,502,348,283,,,,,,,,,,,,,,,,,,,
3,423,325,249,212,95,466,1067,528,402,473,335,281,,,,,,,,,,,,,,,,,,,
4,408,313,243,208,94,449,1095,514,385,448,335,274,,,,,,,,,,,,,,,,,,,
5,373,346,236,206,99,447,1002,506,371,433,340,266,,,,,,,,,,,,,,,,,,,
6,353,304,221,272,93,444,1171,692,392,417,332,259,,,,,,,,,,,,,,,,,,,
7,337,275,212,244,89,426,1452,671,351,406,337,262,,,,,,,,,,,,,,,,,,,
8,323,258,202,220,92,421,1509,629,339,390,337,272,,,,,,,,,,,,,,,,,,,
9,316,240,192,203,87,409,1211,2355,329,370,317,264,,,,,,,,,,,,,,,,,,,
10,332,232,183,190,85,788,1201,1213,321,353,308,247,,,,,,,,,,,,,,,,,,,
11,326,253,174,178,83,1136,1041,781,356,345,385,256,,,,,,,,,,,,,,,,,,,
12,2119,213,165,168,85,913,879,598,467,363,317,249,,,,,,,,,,,,,,,,,,,
13,1405,2607,160,159,84,752,896,542,518,354,311,273,,,,,,,,,,,,,,,,,,,
14,686,890,168,155,84,646,803,527,657,338,309,296,,,,,,,,,,,,,,,,,,,
15,537,438,203,147,88,839,1342,521,500,324,303,315,,,,,,,,,,,,,,,,,,,
16,564,361,158,143,91,1190,1459,523,454,325,298,331,,,,,,,,,,,,,,,,,,,
17,479,349,153,136,92,935,1105,506,436,339,342,342,,,,,,,,,,,,,,,,,,,
18,474,361,294,130,93,1092,859,503,418,327,319,739,,,,,,,,,,,,,,,,,,,
19,674,376,222,125,95,914,753,523,410,306,311,1268,,,,,,,,,,,,,,,,,,,
20,832,378,179,120,95,843,627,473,410,297,318,824,,,,,,,,,,,,,,,,,,,
21,572,368,167,117,94,1748,577,453,393,298,322,586,,,,,,,,,,,,,,,,,,,
22,519,362,167,114,95,1484,530,425,379,294,328,483,,,,,,,,,,,,,,,,,,,
23,500,356,165,115,105,985,591,412,363,284,320,437,,,,,,,,,,,,,,,,,,,
24,488,330,166,110,170,833,1597,406,355,278,314,431,,,,,,,,,,,,,,,,,,,
25,480,284,166,109,155,744,1653,645,513,293,310,420,,,,,,,,,,,,,,,,,,,
26,465,273,171,107,182,774,1283,590,400,285,308,931,,,,,,,,,,,,,,,,,,,
27,442,269,176,106,196,720,978,550,383,258,296,517,,,,,,,,,,,,,,,,,,,
28,446,264,184,114,442,705,856,525,370,270,292,486,,,,,,,,,,,,,,,,,,,
29,392,        ,188,118,449,722,1000,496,443,438,293,460,,,,,,,,,,,,,,,,,,,
30,364,        ,190,105,465,732,927,475,854,292,289,448,,,,,,,,,,,,,,,,,,,
31,361,        ,203,        ,669,        ,714,450,        ,299,        ,432,,,,,,,,,,,,,,,,,,,
Min ,316,213,153,105,83,409,530,406,321,258,289,247,83,,,,,,,,,,,,,,,,,,
Mean,545,418,197,158,156,788,1032,619,428,353,320,426,454,,,,,,,,,,,,,,,,,,
Max ,2119,2607,294,272,669,1748,1653,2355,854,531,385,1268,2607,,,,,,,,,,,,,,,,,,
Daily means        Year 2003                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,404,105,258,137,99,254,517,265,441,1188,237,971,,,,,,,,,,,,,,,,,,,
2,386,96,113,123,103,254,496,256,2134,1154,245,795,,,,,,,,,,,,,,,,,,,
3,359,94,60,108,112,283,440,243,1664,871,277,751,,,,,,,,,,,,,,,,,,,
4,326,91,61,101,102,405,401,239,1211,806,282,690,,,,,,,,,,,,,,,,,,,
5,308,97,65,97,104,326,436,221,3958,842,257,657,,,,,,,,,,,,,,,,,,,
6,303,92,70,107,99,355,458,210,2458,759,228,624,,,,,,,,,,,,,,,,,,,
7,278,93,78,108,98,581,478,200,1245,717,217,587,,,,,,,,,,,,,,,,,,,
8,261,96,89,100,95,573,430,190,979,686,210,544,,,,,,,,,,,,,,,,,,,
9,265,86,108,94,93,1594,394,179,907,638,199,519,,,,,,,,,,,,,,,,,,,
10,254,81,118,90,91,1891,383,164,1469,616,193,1511,,,,,,,,,,,,,,,,,,,
11,239,84,133,86,96,1023,374,154,1704,576,189,1572,,,,,,,,,,,,,,,,,,,
12,252,70,147,84,99,705,374,149,1227,631,189,845,,,,,,,,,,,,,,,,,,,
13,232,81,163,85,94,557,379,141,1161,631,209,914,,,,,,,,,,,,,,,,,,,
14,214,80,176,86,92,526,370,130,857,597,199,974,,,,,,,,,,,,,,,,,,,
15,193,79,182,86,91,513,362,123,736,566,198,685,,,,,,,,,,,,,,,,,,,
16,174,71,188,87,91,520,359,118,728,558,200,616,,,,,,,,,,,,,,,,,,,
17,165,71,191,90,91,735,462,119,649,538,199,581,,,,,,,,,,,,,,,,,,,
18,161,60,189,92,92,1036,411,114,591,544,196,462,,,,,,,,,,,,,,,,,,,
19,154,60,189,93,95,825,389,105,609,493,193,418,,,,,,,,,,,,,,,,,,,
20,145,60,185,93,96,1306,372,101,574,461,190,381,,,,,,,,,,,,,,,,,,,
21,134,62,181,94,110,1325,360,101,528,433,189,352,,,,,,,,,,,,,,,,,,,
22,133,57,170,93,161,927,352,754,470,402,193,336,,,,,,,,,,,,,,,,,,,
23,126,54,158,97,153,654,342,1801,437,370,258,334,,,,,,,,,,,,,,,,,,,
24,133,49,149,101,163,598,339,2785,405,351,193,813,,,,,,,,,,,,,,,,,,,
25,149,47,140,101,186,562,328,1488,393,348,194,523,,,,,,,,,,,,,,,,,,,
26,124,49,134,101,186,513,314,717,350,338,866,484,,,,,,,,,,,,,,,,,,,
27,124,50,128,101,179,498,313,462,332,329,7389,459,,,,,,,,,,,,,,,,,,,
28,119,650,124,101,196,484,304,542,3824,341,4803,454,,,,,,,,,,,,,,,,,,,
29,109,        ,132,101,230,474,294,455,8971,301,2001,440,,,,,,,,,,,,,,,,,,,
30,109,        ,120,100,250,462,283,425,3155,287,1346,428,,,,,,,,,,,,,,,,,,,
31,107,        ,115,        ,252,        ,273,413,        ,263,        ,422,,,,,,,,,,,,,,,,,,,
Min ,107,47,60,84,91,254,273,101,332,263,189,334,47,,,,,,,,,,,,,,,,,,
Mean,208,95,139,98,129,692,380,431,1472,569,725,650,466,,,,,,,,,,,,,,,,,,
Max ,404,650,258,137,252,1891,517,2785,8971,1188,7389,1572,8971,,,,,,,,,,,,,,,,,,
Daily means        Year 2004                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,394,384,1849,153,166,265,900,568,472,581,364,323,,,,,,,,,,,,,,,,,,,
2,352,839,1239,149,159,276,706,550,452,528,356,229,,,,,,,,,,,,,,,,,,,
3,334,700,1396,142,155,290,1053,546,453,483,351,212,,,,,,,,,,,,,,,,,,,
4,308,441,934,146,154,314,1040,542,418,451,353,207,,,,,,,,,,,,,,,,,,,
5,289,1103,736,164,158,346,818,602,476,568,356,2346,,,,,,,,,,,,,,,,,,,
6,278,524,637,159,175,468,707,616,466,545,347,4225,,,,,,,,,,,,,,,,,,,
7,270,381,558,161,162,431,668,606,424,508,329,1428,,,,,,,,,,,,,,,,,,,
8,264,346,503,153,155,422,750,606,414,516,316,818,,,,,,,,,,,,,,,,,,,
9,248,316,480,149,150,419,628,663,407,965,306,821,,,,,,,,,,,,,,,,,,,
10,235,299,466,144,146,412,606,634,400,1997,302,901,,,,,,,,,,,,,,,,,,,
11,231,285,445,142,144,409,579,710,393,1642,296,1320,,,,,,,,,,,,,,,,,,,
12,226,303,421,146,157,401,557,669,386,998,287,915,,,,,,,,,,,,,,,,,,,
13,230,253,396,145,140,396,536,651,383,787,284,790,,,,,,,,,,,,,,,,,,,
14,213,241,365,139,127,389,512,642,385,694,270,723,,,,,,,,,,,,,,,,,,,
15,226,3911,339,140,125,382,496,685,380,608,270,644,,,,,,,,,,,,,,,,,,,
16,237,12743,314,147,126,374,471,715,376,577,281,624,,,,,,,,,,,,,,,,,,,
17,220,4636,314,148,126,378,583,672,377,513,269,578,,,,,,,,,,,,,,,,,,,
18,211,2559,295,148,125,382,547,4675,371,1529,246,1056,,,,,,,,,,,,,,,,,,,
19,202,1861,280,149,126,610,548,2557,361,906,228,1407,,,,,,,,,,,,,,,,,,,
20,239,2319,265,151,126,497,567,1371,352,694,209,893,,,,,,,,,,,,,,,,,,,
21,5527,1459,249,153,125,662,550,1024,342,613,198,677,,,,,,,,,,,,,,,,,,,
22,3087,980,235,157,127,1566,556,832,333,567,192,581,,,,,,,,,,,,,,,,,,,
23,951,814,227,161,144,1422,564,783,325,521,184,495,,,,,,,,,,,,,,,,,,,
24,596,872,218,164,144,1178,539,687,1027,498,182,1365,,,,,,,,,,,,,,,,,,,
25,409,732,204,166,146,1752,524,633,437,471,175,3125,,,,,,,,,,,,,,,,,,,
26,333,679,193,167,148,1113,507,608,410,449,182,1625,,,,,,,,,,,,,,,,,,,
27,381,665,182,166,151,847,517,587,398,428,169,1052,,,,,,,,,,,,,,,,,,,
28,449,683,175,170,157,752,495,556,2173,406,163,938,,,,,,,,,,,,,,,,,,,
29,472,1908,167,178,184,671,503,536,1292,392,159,758,,,,,,,,,,,,,,,,,,,
30,453,        ,160,171,207,902,522,511,708,433,165,677,,,,,,,,,,,,,,,,,,,
31,423,        ,157,        ,263,        ,686,483,        ,380,        ,618,,,,,,,,,,,,,,,,,,,
Min ,202,241,157,139,125,265,471,483,325,380,159,207,125,,,,,,,,,,,,,,,,,,
Mean,590,1491,464,154,152,624,620,855,520,685,260,1044,619,,,,,,,,,,,,,,,,,,
Max ,5527,12743,1849,178,263,1752,1053,4675,2173,1997,364,4225,12743,,,,,,,,,,,,,,,,,,
Daily means        Year 2005                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,606,176,98,817,227,901,519,373,165,467,449,124,,,,,,,,,,,,,,,,,,,
2,582,166,95,667,219,923,496,347,155,433,420,119,,,,,,,,,,,,,,,,,,,
3,548,155,94,576,247,1093,474,316,148,1261,386,117,,,,,,,,,,,,,,,,,,,
4,533,147,94,514,251,1004,443,301,142,990,353,117,,,,,,,,,,,,,,,,,,,
5,516,139,87,474,238,855,408,292,137,1608,323,119,,,,,,,,,,,,,,,,,,,
6,743,132,79,463,228,747,377,281,132,1732,304,122,,,,,,,,,,,,,,,,,,,
7,587,131,69,458,223,674,350,271,125,1314,285,121,,,,,,,,,,,,,,,,,,,
8,568,128,88,454,227,635,350,262,120,2058,272,121,,,,,,,,,,,,,,,,,,,
9,545,128,87,446,237,606,578,251,115,1986,260,125,,,,,,,,,,,,,,,,,,,
10,565,126,92,422,274,579,454,242,112,1465,249,128,,,,,,,,,,,,,,,,,,,
11,535,123,99,398,299,555,405,233,111,2448,240,141,,,,,,,,,,,,,,,,,,,
12,519,125,95,389,307,531,383,233,107,1896,233,182,,,,,,,,,,,,,,,,,,,
13,507,121,90,377,303,512,361,231,102,1293,224,366,,,,,,,,,,,,,,,,,,,
14,489,122,89,371,297,821,358,232,101,995,231,270,,,,,,,,,,,,,,,,,,,
15,470,119,87,364,287,1614,422,223,100,897,213,411,,,,,,,,,,,,,,,,,,,
16,451,116,85,354,289,1484,439,219,102,804,203,854,,,,,,,,,,,,,,,,,,,
17,436,111,91,343,873,1014,841,218,123,729,195,1664,,,,,,,,,,,,,,,,,,,
18,404,108,704,326,1992,832,844,217,125,657,176,2798,,,,,,,,,,,,,,,,,,,
19,381,108,117,318,1176,754,899,216,148,625,167,1289,,,,,,,,,,,,,,,,,,,
20,355,106,111,312,745,683,896,214,144,643,161,889,,,,,,,,,,,,,,,,,,,
21,334,108,114,321,637,642,872,215,128,2229,158,760,,,,,,,,,,,,,,,,,,,
22,310,105,121,302,561,629,771,211,493,1760,150,687,,,,,,,,,,,,,,,,,,,
23,295,103,126,291,1232,594,693,211,971,1198,144,664,,,,,,,,,,,,,,,,,,,
24,281,104,130,275,1187,569,638,212,278,894,147,701,,,,,,,,,,,,,,,,,,,
25,266,101,150,266,818,629,581,210,281,762,141,672,,,,,,,,,,,,,,,,,,,
26,254,97,186,256,713,685,556,206,934,651,139,611,,,,,,,,,,,,,,,,,,,
27,233,99,220,248,633,666,522,203,720,591,147,550,,,,,,,,,,,,,,,,,,,
28,219,98,262,248,582,631,490,198,611,574,154,522,,,,,,,,,,,,,,,,,,,
29,203,        ,279,239,637,579,458,191,559,547,139,495,,,,,,,,,,,,,,,,,,,
